70.000,51.000,107.000,87.000
71.144,50.619,107.000,87.000
70.000,51.763,107.000,87.000
69.619,52.144,107.000,87.000
67.248,51.577,109.367,88.925
66.078,51.967,109.367,88.925
65.689,53.137,109.367,88.925
64.519,53.527,109.367,88.925
63.714,52.947,111.787,90.892
62.518,51.752,111.787,90.892
62.458,52.258,111.997,91.063
63.335,51.356,109.403,88.954
63.725,50.966,109.403,88.954
64.115,51.356,109.403,88.954
61.691,49.968,111.824,90.922
61.292,49.569,111.824,90.922
59.299,49.968,111.824,90.922
59.698,49.569,111.824,90.922
59.299,50.765,111.824,90.922
56.509,50.366,111.824,90.922
58.502,51.562,111.824,90.922
56.025,48.488,114.298,92.934
56.432,49.711,114.298,92.934
54.395,49.303,114.298,92.934
56.006,50.687,111.860,90.952
55.278,51.272,109.475,89.012
55.668,48.541,109.475,89.012
57.619,50.492,109.475,89.012
56.448,50.102,109.475,89.012
55.278,48.931,109.475,89.012
53.662,49.161,111.897,90.982
54.858,47.167,111.897,90.982
54.459,48.363,111.897,90.982
54.061,48.762,111.897,90.982
53.662,46.768,111.897,90.982
54.858,47.964,111.897,90.982
54.129,50.088,109.511,89.042
55.300,48.136,109.511,89.042
54.910,49.307,109.511,89.042
56.454,51.385,107.176,87.143
57.965,49.737,104.890,85.284
59.086,51.606,104.890,85.284
59.124,51.435,102.653,83.466
63.392,53.383,100.464,81.686
61.602,53.024,100.464,81.686
63.392,53.383,100.464,81.686
63.034,54.457,100.464,81.686
64.108,54.099,100.464,81.686
64.467,54.457,100.464,81.686
64.825,52.666,100.464,81.686
65.183,54.457,100.464,81.686
65.541,52.666,100.464,81.686
65.899,54.457,100.464,81.686
64.825,54.099,100.464,81.686
65.899,54.457,100.464,81.686
66.973,55.531,100.464,81.686
66.615,56.605,100.464,81.686
66.973,56.247,100.464,81.686
65.899,56.605,100.464,81.686
66.973,56.963,100.464,81.686
67.713,57.195,99.479,80.885
68.740,58.114,98.322,79.944
68.390,59.165,98.322,79.944
68.740,58.815,98.322,79.944
68.390,57.764,98.322,79.944
68.393,57.970,100.497,81.713
66.602,56.179,100.497,81.713
68.393,56.537,100.497,81.713
68.035,57.612,100.497,81.713
66.244,55.821,100.497,81.713
67.318,57.612,100.497,81.713
68.393,56.537,100.497,81.713
67.318,55.463,100.497,81.713
66.244,55.104,100.497,81.713
67.318,54.746,100.497,81.713
65.527,53.672,100.497,81.713
66.602,55.463,100.497,81.713
64.375,53.444,102.720,83.520
64.412,56.805,100.530,81.739
65.829,58.021,98.386,79.996
65.479,58.372,98.386,79.996
65.128,59.424,98.386,79.996
66.881,58.372,98.386,79.996
63.246,57.851,100.563,81.766
64.321,58.209,100.563,81.766
63.963,59.285,100.563,81.766
65.038,59.643,100.563,81.766
65.397,58.568,100.563,81.766
62.888,59.643,100.563,81.766
66.114,57.851,100.563,81.766
66.149,61.141,98.418,80.022
65.097,62.194,98.418,80.022
66.851,60.440,98.418,80.022
64.395,61.492,98.418,80.022
65.448,59.738,98.418,80.022
65.097,60.089,98.418,80.022
66.149,59.738,98.418,80.022
66.500,60.089,98.418,80.022
66.149,60.440,98.418,80.022
67.903,60.790,98.418,80.022
66.851,59.738,98.418,80.022
67.903,60.790,98.418,80.022
68.615,60.629,96.320,78.316
70.331,60.286,96.320,78.316
71.361,59.943,96.320,78.316
70.331,59.599,96.320,78.316
72.048,58.569,96.320,78.316
71.705,59.599,96.320,78.316
71.361,57.883,96.320,78.316
71.018,59.599,96.320,78.316
72.855,59.249,96.129,78.161
74.293,59.852,94.266,76.646
73.957,60.860,94.266,76.646
74.293,59.852,94.266,76.646
74.629,60.188,94.266,76.646
75.637,60.524,94.266,76.646
75.301,61.532,94.266,76.646
75.637,61.868,94.266,76.646
76.645,62.876,94.266,76.646
75.637,63.884,94.266,76.646
77.317,62.876,94.266,76.646
76.981,63.884,94.266,76.646
77.989,63.548,94.266,76.646
77.653,64.556,94.266,76.646
79.333,64.892,94.266,76.646
77.653,63.212,94.266,76.646
79.333,65.564,94.266,76.646
78.997,65.900,94.266,76.646
79.333,66.236,94.266,76.646
81.958,67.377,92.255,75.011
81.357,69.128,90.288,73.412
82.322,67.519,90.288,73.412
83.931,67.197,90.288,73.412
83.609,64.944,90.288,73.412
85.503,66.657,88.363,71.846
85.505,63.575,90.318,73.436
86.158,64.048,88.391,71.870
87.733,64.993,88.391,71.870
88.390,61.256,90.347,73.460
88.422,62.971,88.420,71.893
88.737,60.765,88.420,71.893
89.683,61.710,88.420,71.893
89.998,58.243,88.420,71.893
90.943,58.559,88.420,71.893
89.368,56.352,88.420,71.893
91.574,56.668,88.420,71.893
91.259,55.722,88.420,71.893
92.204,56.037,88.420,71.893
91.889,55.722,88.420,71.893
92.834,54.777,88.420,71.893
93.780,55.092,88.420,71.893
95.356,53.516,88.420,71.893
95.671,53.831,88.420,71.893
97.247,55.407,88.420,71.893
97.562,56.352,88.420,71.893
99.768,57.928,88.420,71.893
100.083,58.243,88.420,71.893
99.138,59.819,88.420,71.893
101.599,60.889,86.535,70.360
101.908,61.198,86.535,70.360
101.672,62.250,86.346,70.207
102.124,62.095,86.563,70.383
103.667,61.170,86.563,70.383
105.210,63.330,86.563,70.383
104.901,62.404,86.563,70.383
106.122,64.641,84.717,68.882
108.235,64.339,84.717,68.882
110.012,65.947,82.911,67.413
108.534,66.243,82.911,67.413
111.194,66.538,82.911,67.413
108.130,64.259,84.745,68.905
111.072,65.867,82.938,67.435
113.951,68.011,81.169,65.997
111.552,66.381,82.965,67.458
114.213,66.676,82.965,67.458
114.243,67.681,81.196,66.019
116.504,68.106,79.464,64.611
116.220,66.689,79.464,64.611
118.203,65.273,79.464,64.611
119.619,63.857,79.464,64.611
119.647,65.365,77.770,63.233
120.479,65.088,77.770,63.233
120.756,63.702,77.770,63.233
120.479,62.870,77.770,63.233
122.419,62.039,77.770,63.233
122.447,62.980,76.111,61.885
121.633,59.996,76.111,61.885
123.532,58.097,76.111,61.885
